timestamp,cpu_percent,memory_mb,memory_percent
2026-01-27 20:34:04.125,200,11.76,0.0
2026-01-27 20:34:04.227,116,24.40,0.1
2026-01-27 20:34:04.328,254,52.93,0.3
2026-01-27 20:34:04.440,415,52.96,0.3
2026-01-27 20:34:04.543,490,53.18,0.3
2026-01-27 20:34:04.649,536,53.19,0.3
2026-01-27 20:34:04.780,564,53.20,0.3
2026-01-27 20:34:04.891,587,53.21,0.3
2026-01-27 20:34:04.997,603,53.21,0.3
2026-01-27 20:34:05.108,621,53.22,0.3
2026-01-27 20:34:05.224,629,53.23,0.3
2026-01-27 20:34:05.336,644,53.25,0.3
2026-01-27 20:34:05.443,656,53.25,0.3
2026-01-27 20:34:05.559,666,53.26,0.3
2026-01-27 20:34:05.682,678,53.27,0.3
2026-01-27 20:34:05.794,682,53.28,0.3
2026-01-27 20:34:05.906,686,53.29,0.3
2026-01-27 20:34:06.015,687,53.30,0.3
2026-01-27 20:34:06.123,686,53.31,0.3
2026-01-27 20:34:06.236,688,53.32,0.3
2026-01-27 20:34:06.346,687,53.33,0.3
2026-01-27 20:34:06.449,693,53.33,0.3
2026-01-27 20:34:06.561,692,53.53,0.3
2026-01-27 20:34:06.671,693,53.53,0.3
2026-01-27 20:34:06.781,696,53.53,0.3
2026-01-27 20:34:06.903,701,53.53,0.3
2026-01-27 20:34:07.029,701,53.53,0.3
2026-01-27 20:34:07.115,697,53.53,0.3
2026-01-27 20:34:07.163,697,53.53,0.3
2026-01-27 20:34:07.209,697,53.53,0.3
2026-01-27 20:34:07.257,699,53.53,0.3
2026-01-27 20:34:07.304,699,53.53,0.3
2026-01-27 20:34:07.351,699,53.53,0.3
2026-01-27 20:34:07.396,700,53.53,0.3
2026-01-27 20:34:07.447,702,53.53,0.3
2026-01-27 20:34:07.493,703,53.53,0.3
2026-01-27 20:34:07.542,702,53.53,0.3
2026-01-27 20:34:07.590,702,53.53,0.3
2026-01-27 20:34:07.636,703,53.53,0.3
2026-01-27 20:34:07.683,704,53.59,0.3
2026-01-27 20:34:07.730,704,53.59,0.3
2026-01-27 20:34:07.775,705,53.59,0.3
2026-01-27 20:34:07.824,705,53.59,0.3
2026-01-27 20:34:07.869,705,53.59,0.3
2026-01-27 20:34:07.914,707,53.59,0.3
2026-01-27 20:34:07.961,707,53.59,0.3
2026-01-27 20:34:08.009,706,53.66,0.3
