timestamp,cpu_percent,memory_mb,memory_percent
2026-01-28 07:10:48.196,200,11.92,0.0
2026-01-28 07:10:48.342,120,45.32,0.2
2026-01-28 07:10:48.446,107,72.40,0.4
2026-01-28 07:10:48.549,186,85.33,0.5
2026-01-28 07:10:48.661,283,88.40,0.5
2026-01-28 07:10:48.796,352,88.57,0.5
2026-01-28 07:10:48.924,389,88.69,0.5
2026-01-28 07:10:49.051,423,88.78,0.5
2026-01-28 07:10:49.147,422,88.86,0.5
2026-01-28 07:10:49.236,437,88.93,0.5
2026-01-28 07:10:49.317,458,88.96,0.5
2026-01-28 07:10:49.401,463,89.07,0.5
2026-01-28 07:10:49.476,467,89.11,0.5
